JobCode,Job_Function,Band,Level,Band_Level,SalaryOrgCount,SalaryIncCount,Salary25th,SalaryAvg,Salary50th,Salary75th,Salary_PerfIncentiveOrgCount,Salary_PerfIncentiveIncCount,Salary_PerfIncentive25th,Salary_PerfIncentiveAvg,Salary_PerfIncentive50th,Salary_PerfIncentive75th,PerfIncentive_PctofSalary_OrgCount,PerfIncentive_PctofSalary_IncumbentCount,PerfIncentive_PctOfSalary25th,PerfIncentive_PctOfSalaryAvg,PerfIncentive_PctOfSalary50th,PerfIncentive_PctOfSalary75th,,,,
AFU-O1,AFU,O,1,O1,12,165,25395.17,30804.78,30638.44,33476.80,,,,,,,,,,,,,,,,
AFU-O2,AFU,O,2,O2,12,100,30279.55,33534.55,34101.28,38102.15,,,,,,,,,,,,,,,,
AFU-O3,AFU,O,3,O3,13,153,33241.60,41710.99,40522.22,42865.85,,,,,,,,,,,,,,,,
AFU-O4,AFU,O,4,O4,10,103,38616.11,45254.36,45820.04,51998.37,,,,,,,,,,,,,,,,
AFU-O5,AFU,O,5,O5,8,71,42436.5999,50846.9627,51106.28,57334.1331,,,,,,,,,,,,,,,,
AFU-P1,AFU,P,1,P1,12,98,53197.15,64309.83,63930.40,69022.29,7,52,55378.90,67920.57,69306.15,73848.91,7,52,4.32440%,5.40280%,5.45630%,7.03930%,,,,
AFU-P2,AFU,P,2,P2,12,132,69474.39,81619.09,82500.58,92223.32,7,75,73912.93,88559.43,89958.67,101797.18,7,75,5.66090%,7.11530%,7.21920%,9.62060%,,,,
AFU-P3,AFU,P,3,P3,13,183,80806.94,102258.96,101399.99,101202.64,10,119,86214.69,109854.66,108184.87,112519.37,10,119,6.39850%,7.48630%,7.50050%,10.67620%,,,,
AFU-P4,AFU,P,4,P4,13,155,106474.12,120494.17,118879.54,143690.51,11,116,116829.03,134162.92,134001.92,162734.89,11,116,9.97670%,11.86850%,11.96340%,14.39530%,,,,
AFU-P5,AFU,P,5,P5,10,127,123891.49,177070.30,180487.75,175151.07,9,94,137485.79,203098.08,198061.25,215495.45,9,94,12.59364%,15.82519%,15.82836%,22.49868%,,,,
AFU-T1,AFU,T,1,T1,10,76,42875.89,56872.61,55206.24,55516.32,6,44,44418.57,59264.30,59205.03,58908.40,6,44,3.68309%,4.52431%,4.05731%,6.06999%,,,,
AFU-T2,AFU,T,2,T2,10,118,53258.09,68749.76,69086.63,73251.67,5,71,55795.70,72696.05,72216.26,79684.54,7,59,4.81969%,6.16683%,5.52991%,8.43438%,,,,
AFU-T3,AFU,T,3,T3,12,171,60942.28,82024.67,83353.47,89144.23,9,110,64437.58,88257.28,87462.97,98639.79,9,107,4.87374%,6.26978%,6.01690%,9.51249%,,,,
AFU-T4,AFU,T,4,T4,11,135,78210.41,94304.64,94248.06,104760.08,10,110,84394.88,103019.66,99815.75,117446.02,11,97,7.12284%,9.62534%,9.71361%,11.63784%,,,,
AFU-T5,AFU,T,5,T5,9,105,96303.17,116549.77,114125.53,136562.54,8,84,105762.22,132485.31,130431.78,162534.87,8,82,9.53069%,13.63810%,12.63328%,19.67660%,,,,
AFV-A1,AFV,A,1,A1,32,482,26442.90,33732.84,34400.75,33949.18,7,112,27228.12,34849.90,34358.52,35460.71,7,102,2.89198%,3.47192%,3.55843%,4.51143%,,,,
AFV-A2,AFV,A,2,A2,34,307,35534.40,38455.89,38248.23,43423.61,10,85,36875.42,40343.77,40614.08,45498.70,11,86,3.59758%,4.69019%,4.60440%,4.90426%,,,,
AFV-A3,AFV,A,3,A3,37,400,34048.33,44892.20,45300.72,45669.14,11,109,35466.10,47146.67,47608.71,48530.87,10,122,4.30967%,4.96142%,4.54215%,6.35778%,,,,
AFV-A4,AFV,A,4,A4,32,383,45037.07,53665.46,54459.71,57377.83,10,102,46858.24,56452.06,54707.69,60961.01,10,114,3.96560%,4.94293%,4.94126%,6.20086%,,,,
AFV-A5,AFV,A,5,A5,24,290,50748.39,59319.40,58554.18,58664.40,8,78,53095.83,62699.91,61978.86,62238.56,8,90,4.64003%,5.70053%,5.83538%,6.48629%,,,,
AFV-L1,AFV,L,1,L1,28,374,67865.97,81016.43,82150.66,92016.93,22,286,72025.17,86610.28,84834.77,99218.51,22,286,6.02270%,7.05815%,7.09553%,8.01243%,,,,
AFV-L2,AFV,L,2,L2,32,391,82110.91,96150.15,94361.76,120969.25,28,353,87886.85,104121.30,102601.13,132945.35,28,353,7.20078%,8.58765%,8.65209%,10.01324%,,,,
AFV-L3,AFV,L,3,L3,37,406,94911.11,113231.51,114103.39,133267.27,34,343,104566.08,127035.69,126159.14,156135.93,34,343,10.34911%,12.41844%,12.14120%,15.77400%,,,,
AFV-L4,AFV,L,4,L4,34,393,130133.53,148696.20,147595.85,158244.09,32,295,149570.43,172604.45,175486.95,186597.38,32,295,14.28884%,16.39000%,17.49000%,19.20000%,,,,
AFV-L5,AFV,L,5,L5,16,42,148512.75,162605.86,162069.26,183472.90,16,40,172109.24,193609.12,191382.61,220766.79,16,40,15.60606%,20.79000%,21.80000%,21.97000%,,,,
AFV-O1,AFV,O,1,O1,33,508,20733.23,24718.05,23862.81,26833.22,7,102,20923.84,25538.73,24770.01,27924.53,7,102,2.31390%,2.98760%,3.04230%,3.96990%,,,,
AFV-O2,AFV,O,2,O2,34,281,25923.20,28260.84,28043.24,32993.78,9,74,26888.27,29067.28,28698.12,34059.49,9,74,2.91590%,3.73310%,3.73270%,4.13070%,,,,
AFV-O3,AFV,O,3,O3,35,392,26990.43,33690.98,34007.67,35255.52,10,110,27456.65,35150.59,35755.18,37149.08,10,110,3.49680%,3.99860%,3.96940%,5.26380%,,,,
AFV-O4,AFV,O,4,O4,29,361,32920.78,39841.21,39649.97,44180.96,9,97,34574.47,41351.54,41301.91,45722.11,9,97,3.45490%,4.03890%,3.99930%,5.08580%,,,,
AFV-O5,AFV,O,5,O5,22,237,40056.595,49094.1551,50066.22,53965.3881,7,75,45548.36,56200.49,56436.53,62696.43,7,65,3.82250%,4.64877%,4.37244%,5.79680%,,,,
AFV-P1,AFV,P,1,P1,34,316,41807.39,51752.88,51923.67,55645.70,20,156,43217.91,54062.99,54868.53,58169.31,20,156,3.35640%,4.33750%,4.40040%,4.76730%,,,,
AFV-P2,AFV,P,2,P2,33,471,58700.15,62151.89,61928.15,76880.33,21,273,61798.06,66286.01,67353.21,83275.34,21,273,4.68100%,5.91860%,5.95880%,6.96500%,,,,
AFV-P3,AFV,P,3,P3,36,544,70302.87,72980.51,74447.42,82767.58,28,359,73829.49,77317.94,75477.77,90392.46,28,359,5.43480%,6.29250%,6.36300%,9.02910%,,,,
AFV-P4,AFV,P,4,P4,38,449,87714.78,98477.14,96793.18,111265.64,31,325,94734.07,107494.22,107945.69,124799.74,31,325,7.67470%,9.80670%,9.88710%,13.32140%,,,,
AFV-P5,AFV,P,5,P5,29,329,114875.42,134753.79,134457.33,148318.59,25,214,130329.14,147923.44,147139.44,169119.13,25,214,10.76901%,12.82635%,12.76478%,18.01720%,,,,
AFV-T1,AFV,T,1,T1,29,297,36076.54,47043.03,47471.12,46589.20,16,120,37055.55,48689.74,48762.77,48488.86,16,153,2.78413%,3.69555%,3.56036%,3.89107%,,,,
AFV-T2,AFV,T,2,T2,31,390,44214.15,44653.05,44144.01,58510.96,20,265,45956.93,46776.79,46687.91,61841.82,18,269,4.07622%,4.63782%,4.49174%,5.63469%,,,,
AFV-T3,AFV,T,3,T3,31,518,49597.23,66044.69,64063.35,70745.20,22,295,52436.61,69846.10,69035.88,75944.41,21,341,4.71686%,5.06232%,5.62235%,6.85038%,,,,
AFV-T4,AFV,T,4,T4,33,430,72122.99,73117.95,72745.05,81383.03,27,258,76498.64,77960.49,76658.55,90332.39,26,292,5.46700%,6.85505%,8.19035%,10.70545%,,,,
AFV-T5,AFV,T,5,T5,25,272,88808.23,99142.01,100678.71,113328.60,22,173,96383.71,109450.11,106571.57,127655.10,22,182,8.72215%,10.46152%,9.31161%,13.09181%,,,,
AFW-A1,AFW,A,1,A1,21,326,25794.47,29159.28,28299.08,36028.43,,,,,,,,,,,,,,,,
AFW-A2,AFW,A,2,A2,20,163,31516.92,35962.86,34786.88,39803.31,5,44,32561.15,37431.27,37423.79,41635.32,6,40,3.54280%,4.10282%,4.30247%,5.00290%,,,,
AFW-A3,AFW,A,3,A3,23,232,36812.04,44032.21,44261.17,47425.63,5,70,38166.47,46012.82,46822.65,49735.26,6,65,3.50847%,4.63006%,4.36817%,5.17370%,,,,
AFW-A4,AFW,A,4,A4,19,175,41257.96,55474.80,54537.28,53689.47,5,57,42727.67,57840.98,58430.96,56654.19,5,54,3.68916%,4.70060%,4.90593%,6.03956%,,,,
AFW-A5,AFW,A,5,A5,14,149,47640.20,66485.58,65714.35,56276.28,,,,,,,,,,,,,,,,
AFW-L1,AFW,L,1,L1,16,160,69554.93,78468.05,78515.13,87911.79,12,110,73405.37,83794.75,85252.78,94978.26,12,110,5.50130%,6.73273%,6.79601%,7.61139%,,,,
AFW-L2,AFW,L,2,L2,18,253,85164.12,95382.42,96336.24,107562.61,16,227,90386.74,102719.28,99760.97,118389.68,16,227,6.50099%,7.90880%,8.04876%,10.29411%,,,,
AFW-L3,AFW,L,3,L3,21,255,91301.97,116941.50,118414.96,129598.87,19,182,98912.05,130869.45,132819.40,147769.37,19,182,8.34030%,11.57716%,11.13740%,14.44516%,,,,
AFW-L4,AFW,L,4,L4,19,174,115907.06,139510.59,138868.84,149155.97,18,149,132116.27,162690.54,164203.56,180319.89,18,149,13.62629%,15.97000%,16.89000%,22.97000%,,,,
AFW-L5,AFW,L,5,L5,9,26,154785.64,173959.06,171106.13,201838.87,9,24,180850.39,207265.57,208136.08,252904.75,9,24,16.39495%,20.19000%,19.78000%,25.27000%,,,,
AFW-O1,AFW,O,1,O1,18,291,19291.56,23648.01,22995.33,25913.57,,,,,,,,,,,,,,,,
AFW-O2,AFW,O,2,O2,19,155,24658.70,27407.84,27638.06,30617.15,5,40,25359.58,28451.00,28786.72,32116.76,5,40,2.86690%,3.52940%,3.56050%,4.22860%,,,,
AFW-O3,AFW,O,3,O3,20,228,26360.10,33650.18,34057.34,35786.57,5,64,27474.47,34522.03,33562.32,37266.98,5,64,3.08980%,3.68530%,3.65210%,4.30410%,,,,
AFW-O4,AFW,O,4,O4,16,177,30812.25,38822.28,38387.48,37774.10,5,50,31874.46,40474.03,40550.93,40102.45,5,50,3.13440%,3.91550%,3.91860%,5.18800%,,,,
AFW-O5,AFW,O,5,O5,10,111,34293.3912,44847.5857,44556.08,45688.2427,,,,,,,,,,,,,,,,
AFW-P1,AFW,P,1,P1,19,196,40834.92,52107.35,52498.16,53351.38,11,103,42219.50,54326.08,54103.35,56159.31,11,103,3.42390%,4.21710%,4.28460%,5.02970%,,,,
AFW-P2,AFW,P,2,P2,19,273,58123.59,59616.15,60629.62,74727.09,12,136,61479.22,63237.19,61966.13,81554.50,12,136,4.80430%,5.56570%,5.63420%,7.68680%,,,,
AFW-P3,AFW,P,3,P3,20,283,64716.56,69323.99,68693.15,88354.08,16,192,68154.99,73404.73,74028.67,94570.89,16,192,5.17590%,6.10440%,6.21430%,6.98040%,,,,
AFW-P4,AFW,P,4,P4,21,253,83893.04,100978.10,102280.72,107134.26,18,165,90537.26,110686.17,108472.44,120975.88,18,165,7.67950%,9.61980%,9.65150%,13.80920%,,,,
AFW-P5,AFW,P,5,P5,16,160,105126.49,123030.81,122920.08,146838.11,14,133,113589.76,137122.21,138274.04,169730.73,14,133,9.47714%,12.32072%,12.27272%,14.78979%,,,,
AFW-T1,AFW,T,1,T1,15,193,36438.02,43054.89,43588.77,46463.42,10,85,37481.87,44517.55,43640.55,48186.82,11,91,2.92470%,3.76503%,3.70489%,4.01772%,,,,
AFW-T2,AFW,T,2,T2,16,228,49364.24,51226.58,51508.33,59209.91,11,123,51078.02,53466.76,52349.30,62383.30,11,114,3.75888%,4.68409%,4.79470%,5.77663%,,,,
AFW-T3,AFW,T,3,T3,16,246,49639.78,53811.10,53945.63,66842.05,15,155,52111.70,56734.17,57874.52,70931.89,13,161,4.39072%,4.85849%,5.45802%,5.36863%,,,,
AFW-T4,AFW,T,4,T4,20,229,60188.56,76730.68,77513.34,81661.70,15,160,63925.68,83108.21,80964.02,91449.62,15,130,5.68669%,7.78438%,7.06852%,10.78427%,,,,
AFW-T5,AFW,T,5,T5,15,149,72834.11,92887.91,90287.05,109148.12,13,126,78850.33,102007.50,100854.82,124217.13,13,126,8.17110%,9.59646%,10.25349%,12.96372%,,,,
AFX-A1,AFX,A,1,A1,46,694,28036.53,35051.78,33870.54,37381.60,10,112,28942.71,36367.95,35880.62,39236.30,10,125,3.08264%,3.79285%,3.85137%,5.21441%,,,,
AFX-A2,AFX,A,2,A2,46,450,36563.06,41721.89,41283.81,45675.68,11,106,37863.90,43614.06,42449.56,48834.66,11,104,3.57677%,4.79914%,5.03504%,7.06158%,,,,
AFX-A3,AFX,A,3,A3,47,496,41259.78,46663.72,46257.75,49880.24,13,100,42887.23,49128.48,48283.47,53004.80,12,111,3.99836%,5.34394%,4.98652%,6.73634%,,,,
AFX-A4,AFX,A,4,A4,40,436,47336.60,58309.21,56676.55,67473.71,11,123,49147.90,61376.90,61634.69,71439.50,12,118,4.19288%,5.01964%,5.38381%,5.85237%,,,,
AFX-A5,AFX,A,5,A5,32,377,48942.90,59863.18,58827.55,72641.05,9,91,51001.47,62895.88,64122.35,77229.22,10,93,4.19934%,5.22489%,6.09017%,6.03614%,,,,
AFX-L1,AFX,L,1,L1,34,377,76070.81,86029.26,86769.11,97661.67,27,281,80825.34,92715.17,94115.16,109382.08,27,281,6.56896%,7.67850%,7.65469%,10.95796%,,,,
AFX-L2,AFX,L,2,L2,39,471,91056.59,109991.36,111608.23,129291.66,34,333,97997.31,120669.35,122117.38,143930.15,34,333,7.39801%,9.20265%,9.20638%,10.95203%,,,,
AFX-L3,AFX,L,3,L3,44,452,109669.15,120354.91,121089.08,145229.87,41,424,121183.36,135481.56,134126.74,167512.91,41,424,9.89460%,13.30752%,12.89644%,14.59812%,,,,
AFX-L4,AFX,L,4,L4,42,403,159293.61,162755.23,159386.20,181647.16,38,305,183503.70,192589.71,191087.51,220424.99,38,305,16.33710%,18.98000%,18.54000%,21.92000%,,,,
AFX-L5,AFX,L,5,L5,20,54,207147.70,208545.52,203102.48,227177.39,19,50,243691.32,254394.84,251723.69,285543.86,19,50,18.12156%,23.97000%,23.31000%,27.99000%,,,,
AFX-O1,AFX,O,1,O1,40,670,22634.36,28152.69,28394.81,29714.89,9,111,23577.11,29226.76,28703.60,31233.53,9,111,2.67500%,3.33080%,3.33550%,4.45360%,,,,
AFX-O2,AFX,O,2,O2,41,397,26310.14,30641.42,30528.05,36073.17,11,96,27126.12,32123.12,32277.31,38140.80,11,96,3.12950%,4.04690%,4.10320%,5.58550%,,,,
AFX-O3,AFX,O,3,O3,43,472,31674.39,36467.36,36547.59,39760.59,12,103,32562.11,37336.60,37609.16,41942.09,12,103,3.50570%,4.26430%,4.33000%,5.53930%,,,,
AFX-O4,AFX,O,4,O4,36,421,33587.56,42908.74,41497.04,47584.48,11,122,34644.65,45184.17,43833.17,49515.18,11,122,3.41490%,4.36020%,4.39940%,4.84460%,,,,
AFX-O5,AFX,O,5,O5,26,300,38753.9826,51945.39,52740.15,53265.9034,7,96,45147.67,60433.66,59962.27,62486.84,8,93,3.80317%,5.09838%,5.03027%,5.57226%,,,,
AFX-P1,AFX,P,1,P1,41,427,44647.94,56778.00,57391.20,65996.32,24,215,46456.61,59389.23,58314.28,69936.71,24,215,4.25120%,4.83750%,4.82930%,5.86160%,,,,
AFX-P2,AFX,P,2,P2,40,555,62533.97,68214.83,68978.84,79972.11,25,325,66582.09,73078.23,74006.32,86211.95,25,325,5.40190%,6.53030%,6.47740%,7.49550%,,,,
AFX-P3,AFX,P,3,P3,44,550,69632.59,85370.94,83894.02,92557.76,34,321,73852.09,90767.22,90739.99,99966.66,34,321,5.80150%,6.88110%,6.93750%,7.73020%,,,,
AFX-P4,AFX,P,4,P4,45,684,95513.62,105372.88,104561.51,128303.61,38,506,104274.56,116957.58,119132.99,143816.65,38,506,9.10960%,10.99400%,10.91260%,12.50350%,,,,
AFX-P5,AFX,P,5,P5,36,453,116240.99,158347.70,158236.85,181821.64,30,296,129941.83,176050.65,171878.25,216557.28,30,296,11.51466%,14.14053%,14.03731%,18.46049%,,,,
AFX-T1,AFX,T,1,T1,34,406,35948.41,43904.47,43763.98,56505.59,18,181,37306.89,45501.71,45961.28,58781.81,21,200,3.70705%,3.95175%,3.79148%,4.33758%,,,,
AFX-T2,AFX,T,2,T2,36,463,51238.49,54644.54,53344.00,58021.41,19,258,53588.45,57602.48,56617.48,61791.58,20,318,4.61214%,5.39795%,5.56862%,6.29397%,,,,
AFX-T3,AFX,T,3,T3,38,469,49434.38,66390.49,64332.39,79548.93,31,258,52168.90,70550.41,70014.22,85420.83,33,268,4.69980%,5.70581%,5.33702%,6.75542%,,,,
AFX-T4,AFX,T,4,T4,37,596,78508.47,79970.59,80282.48,93044.88,31,481,83591.62,87235.72,85089.72,102761.46,32,413,6.64410%,9.23923%,7.84671%,9.98436%,,,,
AFX-T5,AFX,T,5,T5,31,351,90635.46,107020.95,104484.55,141688.31,27,286,98714.52,118307.92,118698.33,163183.39,29,276,8.46076%,11.05418%,11.00658%,14.57088%,,,,
AFY-A1,AFY,A,1,A1,13,163,33105.59,41734.56,41596.84,42404.51,,,,,,,,,,,,,,,,
AFY-A2,AFY,A,2,A2,13,113,45401.70,47696.76,48154.65,54884.59,,,,,,,,,,,,,,,,
AFY-A3,AFY,A,3,A3,15,172,45130.25,55983.54,56711.33,60681.61,,,,,,,,,,,,,,,,
AFY-A4,AFY,A,4,A4,10,130,52065.25,68150.76,66924.05,71398.12,,,,,,,,,,,,,,,,
AFY-A5,AFY,A,5,A5,9,104,57524.36,83162.34,84800.63,72276.35,,,,,,,,,,,,,,,,
AFY-L1,AFY,L,1,L1,10,119,87658.41,101908.21,101255.99,107030.31,8,95,94257.51,111141.06,113419.45,117708.78,8,95,7.61100%,8.84893%,8.97904%,10.02318%,,,,
AFY-L2,AFY,L,2,L2,11,129,103780.74,123375.45,123560.52,138332.90,10,114,112791.53,136490.55,134634.27,156233.25,10,114,8.69071%,10.45310%,10.38828%,12.18307%,,,,
AFY-L3,AFY,L,3,L3,13,162,115551.40,143328.52,139587.64,176907.13,12,118,130113.98,163794.25,161435.61,209626.05,12,118,12.19450%,15.09524%,14.54076%,17.52348%,,,,
AFY-L4,AFY,L,4,L4,12,130,165217.95,172335.74,171594.69,197077.13,11,105,189772.26,211088.61,209906.52,246807.83,11,105,15.67532%,21.50000%,20.77000%,24.06000%,,,,
AFY-L5,AFY,L,5,L5,6,17,214747.77,200346.45,197581.67,238647.99,6,14,261247.04,248296.60,251921.73,307261.33,6,14,21.52811%,26.22000%,27.50000%,30.21000%,,,,
AFY-O1,AFY,O,1,O1,12,152,24569.53,31710.23,31551.68,33034.03,,,,,,,,,,,,,,,,
AFY-O2,AFY,O,2,O2,12,112,32838.37,38160.08,38950.00,40072.90,,,,,,,,,,,,,,,,
AFY-O3,AFY,O,3,O3,13,171,34135.80,42755.95,41999.17,46536.38,,,,,,,,,,,,,,,,
AFY-O4,AFY,O,4,O4,10,111,37805.33,47519.82,47044.62,51690.96,,,,,,,,,,,,,,,,
AFY-O5,AFY,O,5,O5,7,85,45988.1052,58908.1793,58448.70,60808.1643,,,,,,,,,,,,,,,,
AFY-P1,AFY,P,1,P1,12,118,50623.76,63574.37,62690.69,71095.95,7,59,53004.84,67056.41,66546.78,75455.62,7,59,4.47440%,5.42880%,5.38270%,6.11070%,,,,
AFY-P2,AFY,P,2,P2,12,172,74037.22,83828.13,84356.25,91386.48,7,107,78899.54,90487.94,89320.64,99484.35,7,107,6.09360%,7.38710%,7.38710%,8.07780%,,,,
AFY-P3,AFY,P,3,P3,13,162,76848.68,98092.13,99730.27,100139.89,10,112,81390.84,105355.31,104091.05,109077.22,10,112,6.33430%,7.88630%,7.84130%,9.69460%,,,,
AFY-P4,AFY,P,4,P4,13,197,101748.98,129281.38,125105.59,146395.31,11,165,112509.39,144411.59,142043.24,170161.06,11,165,10.76710%,12.27020%,12.26040%,16.01140%,,,,
AFY-P5,AFY,P,5,P5,10,128,128186.58,166604.97,166571.65,184876.09,9,97,147141.34,192220.61,195219.25,222102.73,9,97,13.91735%,15.84395%,16.07531%,20.36265%,,,,
AFY-T1,AFY,T,1,T1,12,105,41661.33,51193.66,51966.69,59650.01,7,55,43291.72,53377.18,51631.75,62749.03,6,51,3.83859%,4.62154%,4.01119%,5.04499%,,,,
AFY-T2,AFY,T,2,T2,11,149,60463.13,68020.54,68129.38,67957.91,7,86,63390.64,72566.99,71819.55,72002.85,6,86,4.83649%,6.49178%,5.81365%,6.29988%,,,,
AFY-T3,AFY,T,3,T3,12,137,67512.88,76319.31,77380.14,80373.97,9,87,71667.56,81110.56,78961.13,87962.39,9,88,5.41393%,5.82009%,6.89642%,8.32088%,,,,
AFY-T4,AFY,T,4,T4,11,182,76768.39,95097.83,92596.76,118007.06,10,134,83265.72,104771.15,104593.04,131780.25,10,156,8.51945%,10.00678%,8.65364%,11.17710%,,,,
AFY-T5,AFY,T,5,T5,10,111,104795.34,126807.99,125806.21,161120.27,7,75,115570.09,146260.89,146568.04,187065.99,7,92,10.21254%,13.89239%,12.47823%,14.76008%,,,,
AFZ-A1,AFZ,A,1,A1,12,201,31161.76,42654.66,41541.37,42017.83,,,,,,,,,,,,,,,,
AFZ-A2,AFZ,A,2,A2,13,131,41640.44,48584.90,48089.34,47454.64,,,,,,,,,,,,,,,,
AFZ-A3,AFZ,A,3,A3,15,154,46706.91,55492.88,56669.33,65283.95,,,,,,,,,,,,,,,,
AFZ-A4,AFZ,A,4,A4,11,131,52167.39,62746.91,60952.34,70526.21,,,,,,,,,,,,,,,,
AFZ-A5,AFZ,A,5,A5,8,101,54682.48,67684.57,66852.05,76390.18,,,,,,,,,,,,,,,,
AFZ-L1,AFZ,L,1,L1,11,111,90323.18,99210.90,97345.73,113427.72,8,75,97494.95,108352.55,104787.76,126734.27,8,75,7.38042%,8.61088%,8.77187%,11.66177%,,,,
AFZ-L2,AFZ,L,2,L2,12,143,102969.09,123251.66,121957.52,137224.40,11,114,111790.75,136257.87,136462.26,154010.29,11,114,8.52360%,10.09431%,10.00043%,12.77637%,,,,
AFZ-L3,AFZ,L,3,L3,14,163,122549.48,155754.91,150724.02,162835.84,13,140,138306.03,180298.38,182461.96,193785.87,13,140,12.63916%,14.98052%,15.61148%,19.40680%,,,,
AFZ-L4,AFZ,L,4,L4,13,146,179193.86,184455.23,179530.28,215299.92,12,108,210817.15,223357.96,218980.15,271362.92,12,108,18.45976%,21.28000%,20.53000%,28.64000%,,,,
AFZ-L5,AFZ,L,5,L5,6,14,221233.95,232554.70,226717.58,260647.84,6,11,266898.90,288653.45,284496.84,347045.62,6,11,21.41629%,26.72000%,26.13000%,33.70000%,,,,
AFZ-O1,AFZ,O,1,O1,12,176,25994.69,32742.88,32556.25,33625.10,,,,,,,,,,,,,,,,
AFZ-O2,AFZ,O,2,O2,13,111,31452.89,36581.78,35381.90,38040.62,,,,,,,,,,,,,,,,
AFZ-O3,AFZ,O,3,O3,13,150,35234.47,40984.74,41829.03,47153.92,,,,,,,,,,,,,,,,
AFZ-O4,AFZ,O,4,O4,11,121,37799.16,45006.50,43602.30,52763.00,,,,,,,,,,,,,,,,
AFZ-O5,AFZ,O,5,O5,8,101,44623.1714,51672.6413,52003.35,63740.2971,,,,,,,,,,,,,,,,
AFZ-P1,AFZ,P,1,P1,13,131,52444.16,64141.77,62211.11,67253.12,8,65,54593.00,67384.12,66063.39,71494.09,8,65,4.52250%,5.37820%,5.42120%,6.04890%,,,,
AFZ-P2,AFZ,P,2,P2,13,154,73685.42,77156.24,76184.08,91449.32,8,92,78846.26,83558.37,81686.67,100790.75,8,92,6.19170%,7.29380%,7.34190%,8.84370%,,,,
AFZ-P3,AFZ,P,3,P3,14,184,75068.61,97967.94,97507.49,109681.09,11,142,79740.55,105662.38,107035.99,119609.75,11,142,6.62010%,7.79480%,7.87350%,8.82290%,,,,
AFZ-P4,AFZ,P,4,P4,14,164,109094.80,124679.18,127135.36,137182.02,12,113,120764.62,139438.06,139758.77,157683.85,12,113,10.57430%,12.08770%,12.02000%,16.21810%,,,,
AFZ-P5,AFZ,P,5,P5,11,112,127969.07,174700.82,172132.72,194791.54,9,80,152549.40,205621.50,200193.09,237150.26,9,80,13.53621%,15.57141%,15.42192%,17.49917%,,,,
AFZ-T1,AFZ,T,1,T1,13,125,40260.07,54001.34,55054.37,52206.44,7,55,41766.91,56304.23,57109.38,54619.60,8,56,3.84820%,4.65914%,4.66874%,5.04236%,,,,
AFZ-T2,AFZ,T,2,T2,10,143,62088.44,65610.83,66503.14,69572.34,6,77,65147.07,69469.76,67239.78,75135.53,8,78,5.25242%,6.03854%,6.41829%,7.68871%,,,,
AFZ-T3,AFZ,T,3,T3,12,150,63631.25,76671.61,77607.01,86304.08,10,130,67205.85,82261.29,82261.29,93448.96,9,130,5.00877%,6.32002%,6.61217%,7.45094%,,,,
AFZ-T4,AFZ,T,4,T4,13,134,81022.03,90369.34,89492.76,98251.89,9,94,87938.42,100428.21,98600.42,111554.38,10,105,8.15006%,10.04071%,8.85653%,12.36663%,,,,
AFZ-T5,AFZ,T,5,T5,10,98,107021.25,119245.44,120891.03,151992.15,8,74,117473.13,134672.33,136436.53,172678.00,8,78,10.14960%,12.78154%,12.60884%,13.98573%,,,,
AGA-A1,AGA,A,1,A1,18,304,36611.52,43544.72,42752.21,52053.54,,,,,,,,,,,,,,,,
AGA-A2,AGA,A,2,A2,20,158,42411.87,52565.47,51577.24,55289.66,5,40,44206.57,55374.86,54544.24,58904.95,5,43,4.22483%,5.54356%,5.72178%,7.23241%,,,,
AGA-A3,AGA,A,3,A3,21,241,44159.58,54517.72,53056.64,63397.58,6,64,46472.80,57938.19,58129.39,68507.25,5,57,5.46911%,6.06600%,6.18333%,8.15348%,,,,
AGA-A4,AGA,A,4,A4,18,211,56568.07,68294.59,67420.42,77164.74,6,54,59612.95,72800.34,73317.22,82894.52,5,61,5.70865%,6.50387%,6.27587%,7.81619%,,,,
AGA-A5,AGA,A,5,A5,15,165,66199.08,75541.08,75284.24,81608.92,5,41,66199.08,75541.08,76606.21,81608.92,,,,,,,,,,
AGA-L1,AGA,L,1,L1,15,185,90903.86,105684.66,105029.42,117998.10,12,123,98329.01,115759.51,117553.78,131378.72,12,123,7.49255%,9.17311%,9.29050%,10.95356%,,,,
AGA-L2,AGA,L,2,L2,18,242,108539.43,131387.48,130007.91,156534.54,16,176,118163.60,145322.96,142024.13,177379.24,16,176,9.36459%,10.84114%,11.05251%,12.80342%,,,,
AGA-L3,AGA,L,3,L3,20,257,130288.10,162164.67,157186.21,159306.47,19,187,145964.99,188090.44,190836.56,193128.17,19,187,12.73871%,15.00920%,15.16216%,21.89240%,,,,
AGA-L4,AGA,L,4,L4,19,206,177222.97,184565.01,180596.86,231393.91,17,154,205656.09,223626.60,224834.18,295112.60,17,154,16.94339%,21.04000%,21.67000%,29.86000%,,,,
AGA-L5,AGA,L,5,L5,9,26,227400.33,248694.73,246307.26,269661.48,8,23,278783.84,313424.06,316244.87,352903.24,8,23,23.22069%,26.19000%,27.54000%,30.35000%,,,,
AGA-O1,AGA,O,1,O1,18,303,28382.44,32237.53,31476.73,37453.21,,,,,,,,,,,,,,,,
AGA-O2,AGA,O,2,O2,18,163,31196.69,39091.83,38712.63,40138.74,5,38,32559.67,40271.37,39155.86,43024.30,5,38,3.59900%,4.62480%,4.60450%,6.00210%,,,,
